Loop 	Time(sec) 	Checksum
 s317	   123.891	0.000000
 s319	    25.952	43.803417
s3110	     1.945	514.000000
s13110	     1.943	514.000000
s3111	     3.177	10.950721
s3112	     6.377	1.644725
s3113	     7.911	2.000000
 s321	     9.160	32000.000000
 s322	     5.988	32000.000000
 s323	     6.372	146472.437500
 s331	     1.627	32000.000000
 s341	     4.097	10.950721
 s342	     4.592	10.950721
 s343	     0.917	1567.932129
 s351	    55.074	25606707200.000000
s1351	    39.259	32008.869141
 s352	    37.893	1.644725
 s353	     7.870	3200838400.000000
 s421	    15.614	32009.023438
s1421	    14.187	16000.000000
 s422	    28.508	257.660736
